,release_date,developer,price
90821,2006-09-25,Lonely Troops,3.99
90822,2014-08-08,Evil Twin Artworks,24.99
90823,2014-08-08,88mm,9.99
90824,2014-08-08,Ennoble Studios,6.99
90825,2014-08-08,A Jolly Corpse,14.99
90826,2014-08-14,Dovetail Games,19.99
90827,2014-08-08,ShaunJS,5.99
90828,2014-08-14,"Dan  Walters,Ceri Williams",3.99
90829,2014-08-14,Nowhere Studios,9.99
90830,2014-08-14,Dovetail Games,7.99
90831,2014-08-15,Rebellion,3.99
90832,2014-08-15,Big Pixel Studios,14.99
90833,2014-08-15,Duaik Entretenimento,9.99
90834,2014-08-15,Teyon,2.99
90835,2014-08-15,Duaik Entretenimento,0.0
90836,2014-08-14,Pictopotamus,34.99
90837,2014-08-15,Freedom Factory,19.99
90838,2014-08-15,GamePrix,0.0
90839,2007-03-17,Idigicon,6.99
90840,2011-04-12,VR Designs,29.99
90841,2004-06-02,Idigicon,6.99
90842,2006-12-26,Idigicon,6.99
90843,2013-12-18,Enitvare,4.99
90844,2014-08-20,"KOEI TECMO GAMES CO., LTD.",19.99
90845,2014-08-20,"KOEI TECMO GAMES CO., LTD.",13.99
90846,2014-08-20,"KOEI TECMO GAMES CO., LTD.",5.99
90847,2014-08-20,"KOEI TECMO GAMES CO., LTD.",15.99
90848,,"KOEI TECMO GAMES CO., LTD.",0.0
90849,2014-08-20,"KOEI TECMO GAMES CO., LTD.",21.99
90850,2014-07-21,GalaxyTrail,6.99
90851,2014-08-21,Rebellion,6.99
90852,,,0.0
90853,2014-08-21,Cuve Games,9.99
90854,2014-08-21,DrinkBox Studios,14.99
90855,,,39.99
90856,2014-08-24,Chromatic Dream,3.99
90857,2014-08-21,The Men Who Wear Many Hats,0.0
90858,2014-08-21,"SmiteWorks USA, LLC",5.99
90859,2014-08-21,Zojoi,14.99
90860,2014-08-22,Excalibur,4.99
90861,2009-08-28,Orion Games,3.99
90862,2014-08-22,Eldon Harris,5.99
90863,2014-08-22,Eldon Harris,14.99
90864,2014-08-22,Colossal Games,9.99
90865,2003-10-24,Asylum entertainment,2.99
90866,2014-08-22,Wonderful Tree Studio,4.99
90867,2014-02-04,Net Games Laboratory,0.0
90868,2014-08-22,"RichMakeGame,Colin Northway",9.99
90869,2014-08-22,Psydra Games LLC,0.0
90870,2014-08-25,Interbellum team,0.0
90871,2014-08-25,Capybara Games,14.99
90872,2001-08-01,Microids,4.99
90873,2014-08-25,SkyGoblin,19.99
90874,2014-08-25,GammaLateral,4.99
90875,2014-08-25,"Capybara Games,6955",7.99
90876,2014-08-25,4A Games,19.99
90877,2014-08-25,4A Games,19.99
90878,2014-08-25,Gabriel Priske,4.99
90879,2014-08-25,"Gabriel Priske,Luke Thomas",0.99
90880,2014-08-25,"FromSoftware, Inc",9.99
90881,,,19.99
90882,2014-08-26,Ubisoft - San Francisco,4.99
90883,2014-08-26,Xaviant,39.99
90884,2014-08-26,YorkshireRifles,19.99
90885,2014-08-26,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",5.99
90886,2014-08-26,"SmiteWorks USA, LLC",4.99
90887,2014-08-26,N3V Games,4.99
90888,2014-08-26,YorkshireRifles,0.0
90889,2014-08-26,N3V Games,2.99
90890,2014-08-26,,0.0
90891,2014-08-26,Tin Man Games,4.99
90892,2014-08-27,"KOEI TECMO GAMES CO., LTD.",2.99
90893,2014-08-27,Exor Studios,0.99
90894,,"KOEI TECMO GAMES CO., LTD.",0.0
90895,,"KOEI TECMO GAMES CO., LTD.",0.0
90896,,"KOEI TECMO GAMES CO., LTD.",0.0
90897,,"KOEI TECMO GAMES CO., LTD.",0.0
90898,2014-08-27,"SmiteWorks USA, LLC",4.99
90899,2014-08-28,"KOEI TECMO GAMES CO., LTD.",0.0
90900,2011-02-08,Social Loner Studios,1.99
90901,,"KOEI TECMO GAMES CO., LTD.",0.0
90902,2014-08-28,Larian Studios,14.99
90903,2014-08-28,Kardfy Studios,5.99
90904,2013-10-23,Eko Software,14.99
90905,2014-08-28,Ronimo Games,2.49
90906,2014-08-28,Ronimo Games,7.49
90907,2014-08-28,Ronimo Games,4.99
90908,2013-12-20,Choice of Games,4.99
90909,2013-12-20,Choice of Games,0.0
90910,2014-08-29,Nine Dots Studio,19.99
90911,2014-02-27,Psychotic Psoftware,2.99
90912,2014-08-29,Aldorlea Games,5.99
90913,2014-09-10,,0.0
90914,2014-09-10,Wyrmbyte,19.99
90915,2014-09-11,Dovetail Games,19.99
90916,2014-09-10,"Darius Bode,Barbara Bode",19.99
90917,,Gugila,18.99
90918,2014-09-11,Nomad Games,1.99
90919,2014-09-10,Rasmus Ljunggren,14.99
90920,2014-09-12,BS1 &amp; BSL Team,3.99
90921,2013-01-13,Artifex Mundi,9.99
90922,2014-09-12,Snack Games,4.99
90923,2014-09-12,Lionhead Studios,14.99
90924,2014-09-12,Lionhead Studios,34.99
90925,2014-09-12,Lionhead Studios,9.99
90926,2014-09-12,Arkavi Studios,29.99
90927,2004-11-29,VisualArts/Key,9.99
90928,2014-09-15,Lucid Games Ltd,4.99
90929,2014-09-15,Shortbreak Studios s.c.,2.99
90930,2014-09-15,Ripatti Software,6.99
90931,2014-09-15,REMIMORY,0.0
90932,2014-07-07,One-bit Punch,9.99
90933,2014-09-15,electrolyte,6.99
90934,2014-09-15,"CyberConnect2 Co., Ltd.",1.99
90935,2014-09-15,"CyberConnect2 Co., Ltd.",1.99
90936,2014-09-15,Trickster Arts,0.0
90937,2014-09-15,"CyberConnect2 Co., Ltd.",29.99
90938,2014-09-15,Trickster Arts,6.99
90939,2014-09-16,Sonalysts Combat Simulations,9.99
90940,2007-10-27,Team 6 Studios,4.99
90941,2011-01-01,Brain Bombers,4.99
90942,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",0.0
90943,2014-09-16,MAGIX Software GmbH,0.0
90944,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",8.99
90945,2014-09-16,Fledermaus,9.99
90946,2014-09-16,"Gravvit Ltd,Forbes Consult Ltd",34.99
90947,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",49.99
90948,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",89.99
90949,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",99.99
90950,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",99.99
90951,2014-09-16,"Gravvit Ltd,Forbes  Consult Ltd",19.99
90952,2014-09-18,AMPLITUDE Studios,29.99
90953,2014-09-18,Ankama Studio,0.0
90954,2014-09-18,Starfish-SD Inc,9.99
90955,2014-09-18,Terri Vellmann,9.99
90956,2006-03-23,Maus Software,9.99
90957,2014-09-18,Cyanide,9.99
90958,2014-09-18,Dynamic Games,3.99
90959,2014-09-18,Triumph Studios,11.99
90960,2014-09-18,Artery Games,1.99
90961,2014-09-18,Ankama Studio,49.99
90962,2014-09-18,Ankama Studio,9.99
90963,2014-09-18,The Domaginarium,14.99
90964,2014-09-18,inXile Entertainment,39.99
90965,2014-09-18,Irongames Studio,0.0
90966,2014-09-19,,14.99
90967,2014-09-19,OVERDRIVE,34.99
90968,2014-11-14,"Arcen Games, LLC",6.99
90969,2014-09-22,"Mindware Co.,Ltd.",14.99
90970,2014-09-22,Tasty Stewdios LLC,9.99
90971,2013-04-01,Winter Wolves,14.99
90972,2014-09-22,FireFly Studios,49.99
90973,2014-09-22,ChessBase,39.99
90974,2012-08-27,"Sujin Ri,Marcos Arroyo,Seona Lee,Somi Lee,Sohyeon Jeon",0.0
90975,2014-09-22,Winter Wolves,0.99
90976,2014-09-23,Lucid Games Ltd,3.99
90977,2014-09-22,ChessBase,19.99
90978,2014-09-23,CreativeForge Games,19.99
90979,2014-09-23,Hidden Path Entertainment,14.99
90980,2014-09-23,Ubisoft - San Francisco,2.99
90981,2014-09-23,Ubisoft - San Francisco,2.99
90982,2014-09-29,WaterMelon,14.99
90983,2014-09-29,Frogwares,29.99
90984,2014-09-29,"FromSoftware, Inc",9.99
90985,2014-09-29,Housemarque,3.99
90986,2014-09-30,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",9.99
90987,2014-09-30,"CyberConnect2 Co., Ltd.",1.99
90988,2014-09-30,Rob Howland,4.99
90989,2014-09-30,Ubisoft - San Francisco,2.99
90990,2014-09-30,Ubisoft - San Francisco,2.99
90991,2014-09-30,Ubisoft - San Francisco,2.99
90992,2014-09-30,Ubisoft - San Francisco,2.99
90993,2014-09-30,Ubisoft - San Francisco,11.99
90994,2014-09-30,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
90995,2014-09-30,Final Boss Entertainment,9.99
90996,2014-10-01,Minor Key Games,0.0
90997,2014-10-01,SCS Software,0.99
90998,2014-09-30,Ubisoft - San Francisco,2.99
90999,2014-10-01,Minor Key Games,7.99
91000,2014-10-01,Jesse Makkonen,4.99
91001,2014-10-01,,0.0
91002,2014-10-01,Nival,9.99
91003,2014-10-02,Thomson Interactive,39.99
91004,2014-10-02,Biart Company LLC,4.99
91005,2014-10-02,Longbow Games,4.99
91006,2014-10-02,"SmiteWorks USA, LLC",14.99
91007,2014-10-02,Cyanide,9.99
91008,2013-08-20,Moonrise Interactive,9.99
91009,2014-10-02,"SNK CORPORATION,DotEmu",7.99
91010,2014-10-02,"Holden Boyles,Ciprian Stanciu",9.99
91011,2014-10-02,Grundislav Games,0.0
91012,2011-11-30,Microids,9.99
91013,2014-10-02,"Holden Boyles,Ciprian Stanciu",2.99
91014,2014-10-02,Magnitude 3,49.99
91015,2014-10-02,"Magenta Factory,过路乐师A",0.0
91016,2010-04-09,Papaya Studio,19.99
91017,2010-10-19,Papaya Studio,19.99
91018,2012-05-25,High Impact Games,19.99
91019,2014-10-06,Gamestar,19.99
91020,2011-04-21,Disney Interactive,5.99
91021,2009-07-21,Eurocom,19.99
91022,2014-10-06,Walk Thru Walls Studios,4.99
91023,2014-10-07,Cyanide Studio,29.99
91024,2014-10-07,Nexon,0.0
91025,2014-10-07,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
91026,2014-10-06,Sunside Inc,9.99
91027,2014-10-07,Double Fine Productions,14.99
91028,2014-10-07,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",4.99
91029,2014-10-07,Crytek,0.0
91030,1999-10-04,Strategy First,7.99
91031,2014-10-14,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",3.99
91032,2008-10-14,URSE Games,3.99
91033,2014-10-10,"SmiteWorks USA, LLC",4.99
91034,2014-10-10,"SmiteWorks USA, LLC",4.99
91035,2003-08-22,"Monolith Productions, Inc.",9.99
91036,2014-10-10,"SmiteWorks USA, LLC",4.99
91037,2014-10-10,FarSight Studios,29.99
91038,2014-10-10,FarSight Studios,39.99
91039,2007-11-07,Papaya Studio,19.99
91040,2013-09-05,Artefacts Studio,4.99
91041,2014-10-13,Runewaker,0.0
91042,2014-10-10,Chicken in The Corn,9.99
91043,2014-10-13,Croteam,0.0
91044,2014-10-13,Tango Gameworks,9.99
91045,2017-06-05,Alkemi,18.99
91046,2014-10-13,Tango Gameworks,19.99
91047,2014-10-14,Bossa Studios,4.99
91048,2014-10-16,Graviteam,14.99
91049,2014-10-16,Haemimont Games,3.99
91050,2014-10-16,Green Lava Studios,1.99
91051,2014-10-16,"David Hensley,Alex Quick",0.0
91052,2014-10-16,"Harmonix Music Systems, Inc",9.99
91053,2014-10-16,"Harmonix Music Systems, Inc",4.99
91054,2014-10-16,Green Lava Studios,0.0
91055,2011-09-01,Artifex Mundi,9.99
91056,2014-10-16,Game-Labs,14.99
91057,2014-09-05,TiconBlu,9.99
91058,2014-10-16,Niels Bauer Games,9.99
91059,2014-10-16,Codemasters,29.99
91060,2014-10-16,SmallGreenHill,9.99
91061,2011-05-19,Alawar Entertainment,3.99
91062,2014-10-21,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
91063,1989-01-01,"MicroProse Software, Inc",6.99
91064,2014-10-21,Proton Studio Inc,9.99
91065,2014-10-21,Ubisoft - San Francisco,2.99
91066,2014-10-21,Ubisoft - San Francisco,2.99
91067,2014-10-21,Ubisoft - San Francisco,2.99
91068,2014-10-21,Ubisoft - San Francisco,2.99
91069,2014-10-21,Secret Base,12.99
91070,2014-10-21,Ubisoft - San Francisco,2.99
91071,2014-10-21,Samurai Punk,14.99
91072,2014-10-21,Milestone S.r.l.,2.99
91073,2014-10-21,CBE software s.r.o.,2.99
91074,2014-10-22,Carenado,24.99
91075,2014-10-22,Ino-Co Plus,4.99
91076,2014-10-22,Super Icon Ltd,6.99
91077,2014-10-22,Keen Games,2.99
91078,2014-10-22,CBE software s.r.o.,4.99
91079,2014-10-23,Rebellion,1.99
91080,2014-10-23,Ronimo Games,4.99
91081,2014-10-24,"Skyhook Games,Dovetail Games",9.99
91082,2014-10-24,Midnart,9.99
91083,2014-10-24,N-Game Studios,14.99
91084,2014-10-24,Freehold Games,14.99
91085,2014-10-24,Odin Game Studio,19.99
91086,2014-10-24,Damaged,0.0
91087,2014-10-24,Cross Eaglet,9.99
91088,2014-10-24,Propelled Bird Software,14.99
91089,2014-10-24,SCS Software,0.99
91090,2007-09-17,Lexis Numerique,9.99
91091,2006-10-05,Orion Games,2.99
91092,2014-10-24,"Expansive Worlds,Avalanche Studios",29.99
91093,2014-10-24,"Expansive Worlds,Avalanche Studios",49.99
91094,2014-10-28,Ubisoft - San Francisco,11.99
91095,2014-10-27,Keys of Nine Entertainment,9.99
91096,2014-10-27,Double Fine Productions,9.99
91097,2014-10-28,Terrible Posture Games,4.99
91098,2014-10-28,Patrice Meneguzzi,4.99
91099,2014-10-28,David Szymanski,1.99
91100,2014-10-28,Targem Games,9.99
91101,2014-10-28,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
91102,2014-10-29,Carenado,24.99
91103,1998-04-30,"DotEmu,DreamForge Intertainment",9.99
91104,2014-10-29,Rezoner,4.99
91105,2014-10-29,Dovetail Games,19.99
91106,2014-10-29,David Szymanski,0.99
91107,2014-10-29,Attract Mode Games,9.99
91108,2014-10-30,Giants Software,19.99
91109,2014-10-30,Nerdook Productions,0.0
91110,2014-10-30,Entrada Interactive LLC,19.99
91111,2014-10-30,Gl33k,2.99
91112,2014-10-30,Paradox Development Studio,1.99
91113,2014-11-03,Key17 Games,0.99
91114,2016-03-03,OKAM Studio,14.99
91115,2012-09-27,Ageod,24.99
91116,2014-11-04,Ageod,3.99
91117,2014-11-04,Ageod,3.99
91118,2014-11-04,Netmin Games,9.99
91119,2014-11-04,"Nicalis, Inc.",14.99
91120,2014-11-04,Bohemia Interactive,11.99
91121,2006-09-15,Sumo Digital Ltd,5.99
91122,2014-11-04,Four Lights,0.0
91123,2014-11-04,Mind Crew,4.99
91124,2014-11-04,Ubisoft - San Francisco,2.99
91125,2014-11-04,Ubisoft - San Francisco,2.99
91126,2014-11-04,Ubisoft - San Francisco,2.99
91127,2014-11-04,Ubisoft - San Francisco,7.99
91128,2014-11-04,"SmiteWorks USA, LLC",24.99
91129,1998-07-31,TNT Team,6.99
91130,1995-07-01,"MicroProse Software, Inc",6.99
91131,1990-01-01,Ozark Softscape,6.99
91132,1996-01-01,"Accolade, Inc",6.99
91133,1990-01-01,"MicroProse Software, Inc",6.99
91134,2014-11-05,Good Games,1.99
91135,2014-11-06,Krillbite Studio,0.0
91136,2014-11-07,alpha six productions,9.99
91137,2014-11-07,WINGED SAKURA GAMES,4.99
91138,2014-11-07,WINGED SAKURA GAMES,14.99
91139,2014-10-14,ILIKESCIFI Games,3.99
91140,2014-11-07,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
91141,2014-11-07,Bulwark Studios,9.99
91142,2014-11-07,Sascha Hartleb,5.99
91143,2014-11-07,Freebird Games,3.99
91144,2014-11-07,Ino-Co Plus,14.99
91145,2014-11-07,Freebird Games,2.99
91146,2014-11-07,Sunlight Games,12.99
91147,2014-11-11,Ubisoft - San Francisco,11.99
91148,2014-11-11,Double Fine Productions,6.99
91149,2014-11-11,ONE MORE LEVEL,3.99
91150,2014-11-11,Codemasters,14.99
91151,2014-11-12,Full Control Studios,29.99
91152,2014-11-11,Leadwerks Software,29.99
91153,2014-11-12,Sean Han Tani,4.99
91154,2014-11-12,Moondrop,13.99
91155,2014-11-12,Frima Studio,14.99
91156,2014-11-12,Frima Studio,3.99
91157,2014-11-12,Nexus Game Studios,19.99
91158,2014-11-12,Timeslip Softworks,7.99
91159,2014-11-12,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
91160,2014-11-12,Naiad Entertainment LLC,4.99
91161,2014-11-12,"TT Games,Feral Interactive (Mac)",2.99
91162,2014-11-18,Ubisoft - San Francisco,2.99
91163,2014-11-12,"TT Games,Feral Interactive (Mac)",2.99
91164,2014-11-17,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
91165,2014-11-17,"SmiteWorks USA, LLC",4.99
91166,2014-11-17,Mykhail Konokh,0.0
91167,2014-11-17,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",4.99
91168,2014-11-18,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",29.99
91169,2014-11-17,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",29.99
91170,2014-11-18,United Independent Entertainment GmbH,9.99
91171,2014-11-18,Might and Delight,4.99
91172,2014-11-18,Colossal Order Ltd.,4.99
91173,2014-11-18,Tavern Games,1.99
91174,2014-11-18,"Upper One Games,E-Line Media",14.99
91175,2014-11-18,Colossal Order Ltd.,4.99
91176,2014-11-18,Fatshark,14.99
91177,2014-11-18,Z-Software,5.99
91178,2014-11-18,WayForward,4.99
91179,2014-11-20,Infinity Plus 2,0.0
91180,2014-11-17,"SmiteWorks USA, LLC",7.99
91181,2014-11-20,WhiteMoon Dreams,0.0
91182,2014-11-20,Quaternion Studio,6.99
91183,2014-11-20,Studio Whisky Tango Inc.,2.99
91184,2014-11-20,Bacon Bandit Games,7.99
91185,2014-11-20,Studio Whisky Tango Inc.,9.99
91186,2014-11-20,"Romenics,Artaani,Riya",10.99
91187,2014-11-21,VIS - Visual Imagination Software,0.0
91188,2014-11-21,Milestone S.r.l.,9.99
91189,2013-10-09,On Target Simulations,49.99
91190,2014-11-20,Fayju,15.99
91191,2014-11-21,The Game Creators,79.99
91192,2012-11-02,immersionFX,9.99
91193,2014-11-21,Mykhail Konokh,4.99
91194,2014-11-21,Badland Studio,19.99
91195,2014-11-25,Masthead Studios Ltd,13.99
91196,2014-11-24,Wolverine Studios,19.99
91197,2014-11-24,Daniel Gill,2.99
91198,2014-07-25,Red Hedgehog,9.99
91199,2014-11-25,Dovetail Games,12.99
91200,2014-11-24,MagicIndie,9.99
91201,2014-11-24,Dekovir Entertainment,18.99
91202,2014-11-24,Axis Game Factory,14.99
91203,2014-11-24,Torn Banner Studios,2.99
91204,2014-11-24,Hot Lava,13.99
91205,2013-06-28,MoeNovel,14.99
91206,2014-11-25,Sam Albon,0.0
91207,2014-11-24,Portalarium,39.99
91208,2014-11-25,Dreampainters Software,0.0
91209,2014-11-25,Ubisoft - San Francisco,2.99
91210,2014-12-02,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",7.99
91211,2014-11-26,Archetype Global,0.0
91212,2014-12-02,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
91213,2014-11-26,Archetype Global,9.99
91214,2014-11-26,Firaxis Games,2.99
91215,2014-11-27,Carenado,24.99
91216,2014-11-27,NexyMedia,0.0
91217,2014-11-27,"CD PROJEKT RED,Can Explode",9.99
91218,2014-11-27,Forge Reply srl,14.99
91219,2014-11-28,Orange_Juice,1.99
91220,2014-11-28,Grynsoft,14.99
91221,2014-11-28,Kylotonn Entertainment,9.99
91222,2014-11-28,Crafty Studios,9.99
91223,2014-11-28,Earthworm Games,9.99
91224,2014-12-04,Dovetail Games,19.99
91225,2014-11-28,Coffee Stain Studios,9.99
91226,2014-12-04,Neon Serpent LLC,0.0
91227,2014-12-05,Causal Bit Games Inc.,5.99
91228,2014-12-04,Neon Serpent LLC,4.99
91229,2014-12-05,Dovetail Games,19.99
91230,2014-12-05,Dovetail Games,19.99
91231,2010-05-28,Zoetrope Interactive,9.99
91232,2014-06-13,Choice of Games,0.0
91233,2014-12-05,"Hassey Enterprises, Inc.",0.0
91234,2014-06-13,Choice of Games,5.99
91235,2014-12-05,Inertia Game Studios,3.99
91236,2014-07-04,Alternative Software Ltd,5.99
91237,2014-12-05,Gamious,7.99
91238,2014-12-05,Vortal Storm,0.0
91239,2014-12-05,Forever Entertainment S. A.,0.0
91240,2005-09-26,Kylotonn,7.99
91241,2014-12-10,Victory Works,24.99
91242,2014-12-10,"Dejobaan Games, LLC,Popcannibal",14.99
91243,2014-12-10,Arrowhead Game Studios,4.99
91244,2014-12-10,Flying Wild Hog,19.99
91245,2014-12-10,blamedrop,3.99
91246,2014-12-10,Tikipod Ltd,6.99
91247,2014-12-10,Benjamin Bryant,0.0
91248,2012-05-10,Rob Lach,3.99
91249,2014-12-10,Rob Lach,0.99
91250,2012-05-12,Rob Lach,3.99
91251,2013-08-12,Chessbase,19.99
91252,2014-12-10,Great War Team,0.0
91253,2014-12-10,Great War Team,4.99
91254,2014-12-10,Odin Game Studio,0.0
91255,2014-12-12,Rob Howland,4.99
91256,2014-12-10,Bacon Bandit Games,0.0
91257,2014-12-11,Square Enix,19.99
91258,2014-12-12,Light Echo,2.99
91259,2014-12-15,KintoGames,3.99
91260,2014-12-15,KURONEKO SOFT,0.0
91261,2014-12-15,vertex4 entertainment ltd.,14.99
91262,2014-12-15,Dingaling,9.99
91263,2016-12-31,DigitalWorldEntertainment,1.99
91264,2014-12-15,Digital Confectioners,0.0
91265,2014-12-15,BlankMediaGames,4.99
91266,2014-12-15,Paper Games,7.99
91267,2014-10-20,Flat Earth Games,12.99
91268,2014-12-15,AAD Productions,14.99
91269,2014-12-10,Widdly 2 Diddly,6.99
91270,2016-02-04,Actual Tools,24.99
91271,2014-12-16,Ubisoft - San Francisco,7.99
91272,2014-12-16,Ubisoft - San Francisco,2.99
91273,2014-12-16,Ubisoft - San Francisco,2.99
91274,2014-12-16,Ubisoft - San Francisco,2.99
91275,2014-04-29,Black Shell Games,0.0
91276,2014-12-16,Ubisoft - San Francisco,2.99
91277,2014-12-16,Graviteam,14.99
91278,2014-12-16,Graviteam,16.99
91279,2014-12-16,Capcom,3.99
91280,2014-12-16,Capcom,3.99
91281,2014-12-16,Capcom,3.99
91282,2014-12-16,Capcom,3.99
91283,2014-12-16,Capcom,3.99
91284,2014-12-16,Capcom,3.99
91285,2014-12-16,Capcom,3.99
91286,2014-12-17,"BadFly Interactive, a.s.",4.99
91287,2014-12-15,Eversim,4.99
91288,2014-12-17,WisdomTools,8.99
91289,2014-12-17,Eversim,19.99
91290,2014-12-17,Eversim,9.99
91291,2014-12-18,Dodge Roll,0.0
91292,2014-12-18,Kojima Productions,19.99
91293,2016-04-19,DoubleDutch Games,14.99
91294,2014-12-18,Dovetail Games,39.99
91295,2014-09-26,Duelboot,4.99
91296,2014-12-18,Hex Keep,9.99
91297,2014-11-05,Shumkov Dmitriy,0.0
91298,2014-12-18,XPEC Entertainment Inc.,9.99
91299,,,29.99
91300,2014-12-22,Blue Label Studio,0.99
91301,2014-12-19,Choice of Games,9.99
91302,2014-12-22,InsGames,0.0
91303,2014-12-22,InsGames,0.99
91304,2014-12-12,Choice of Games,6.99
91305,2014-12-12,Choice of Games,0.0
91306,2014-12-22,RobTop Games,3.99
91307,2014-12-31,1C Wireless,4.99
91308,2014-12-31,Colonthree Enterprises,0.99
91309,2015-01-01,Dimmdrive Inc.,19.99
91310,2014-09-19,TRI.G,2.99
91311,2015-01-01,"Forthright Casual Games,Beyond-Limits-Games",2.99
91312,2015-01-02,Peter Hrdy,4.99
91313,2015-01-02,Johan Aronsson,2.99
91314,2015-01-02,Nooner Bear Studio,2.99
91315,2015-01-02,Eversim,14.99
91316,2015-01-05,Carenado,34.99
91317,2015-01-06,Ubisoft - San Francisco,2.99
91318,2015-01-06,Ubisoft - San Francisco,13.99
91319,2015-01-06,"Andre Chagas Silva,Anthony Septim",0.0
91320,2015-01-07,InsGames,0.99
91321,2015-01-07,Snails Animation,4.99
91322,2015-01-07,InsGames,0.99
91323,2015-01-08,ARTDINK,24.99
91324,2015-01-08,MeDungeon Ltd.,4.99
91325,2015-01-09,MagicIndie,9.99
91326,2015-01-09,Camel 101,9.99
91327,,,5.99
91328,2015-01-09,Breaking Fourth,9.99
91329,2015-01-09,Forever Entertainment S. A.,4.99
91330,2014-02-20,InvertMouse,0.0
91331,2015-01-12,Eagle Dynamics,9.99
91332,2014-02-20,HCP Games,0.99
91333,2015-01-12,Sean Davy,2.99
91334,2015-01-13,Crystal Dynamics,4.99
91335,2015-01-13,Crystal Dynamics,1.99
91336,2015-01-13,Crystal Dynamics,1.99
91337,2015-01-12,Swagabyte Games,3.99
91338,2015-01-13,Crystal Dynamics,1.99
91339,2007-08-28,Coldwood Interactive,9.99
91340,2015-01-14,Spiderweb Software,19.99
91341,2015-01-14,Orangepixel,4.99
91342,2015-01-15,Dovetail Games,19.99
91343,2015-01-15,Nyamyam,4.99
91344,2015-01-15,Mårten Jonsson,4.99
91345,2015-01-15,Uniworlds Game Studios,6.99
91346,2015-01-15,"Levels or Lives,Super Fun Games",7.99
91347,2014-05-07,Shaman Games Studio,6.99
91348,2015-01-16,"Amaranth Games, LLC",9.99
91349,2015-01-15,"Sledgehammer Games,Raven Software",1.99
